Suggest_Solutions,Comments
1,"Review 1 comments weren't addressed. Better name could have been used than ca_testx. Also scenarios test the code and not the behavior- instead of- ""when x happens, this method does this"" we have - ""x happens so y contains this"". This isn't maintainable as changes to implementation will break/stale out these tests."
1,Overall well written code. Use of factory bot reduces code redundancy in building test cases. The team could have reduced the code redundancy inthe menu method test example.
1,"The topic assigned to this team is Unit testing on menu.rb. So, they had to create Rspec tests for the methods in the model file menu.rb in the new file spec/models/menu_spec.rb. The team has precisely tested the functionalities of every method including all relevant scenarios (as contexts) of both the nested class Node and the enclosing class Menu. The names used for mock objects and literals are intuitive and follow the Ruby's convention. There were a few issues regarding incorrect indentation and the verbosity of the spec code in the previous round. The team has rectified those in this round. In my view, giving additional comments for code in rspec is superfluous as the tests are already embedded with information on what it intends to do through the use of 'describe', 'context' and 'it' methods.� The code is DRY through the use of reusable mock objects like menu, nodes, site controllers, content pages, controller actions, items and roles which span across the entire block where it is defined. Additionally, the use of before(:each) method to initialize and set up these objects further DRY's up the spec for the methods.�"
1,A few comments could be included in code to make it more clear.
1,"The writeup has� covered nearly everything we need. all the function details are in the writeup, as welll as each function. However, I think there's too much code and not enough textual explanation."
1,"The code has been written as per the coding standard. The code written by the team adheres to dry principle. However, as per my first review comments it is advisable to follow better naming conventions. The team could rename their function names such as the below one to something smaller such as get_time_diff. The code needs refactoring in names and addition of comments.�  def get_time_diff_btw_due_date_and_now(due_date)"
1,The team has added 2 test cases in the�sidekiq_mail_worker_spec. More test cases could be added to fully test the functionality.�
1,"The code implementation is correct , so with more edge test cases and after resolving the warnings in the travis test, the code would be production ready."
1,The git link to the code repository is not provided.
1,"The code was well written and looks dry. However, a few comments could be added to make the code more understandable.�"
1,"Code looks okay, changes suggested have not been implemented. I wanted to see more comments on ""why"" this is has been done, which is missing.� Also strings checks for str != '' are still used and not .empty �"
1,"Yes the team did add test cases but I am surprised on why the coverage numbers have fallen so much. This needs some investigation.� I think good test cases were added as part of the work, i would have though liked to see more -ve test cases checking for the failure conditions�"
1,"Was unable to test the work from UI , but the implementation looks okay. I would have liked some screen hots of mails and videos to be uploaded as references so that reviewers could look at them as well.� �"
1,"The team added the test plan section but it was too short and did not explain all the test files created and/or modified. The implementation section could do without the many code dumps. Otherwise, the writeup was concise and effective."
1,1) The write-up is comprehensive and clearly explained. 2) Should explain the test cases in more detail.
1,"The write-up is very detailed as to what features have been implemented but lacks on explaining how they are implemented. It can be improved by adding how the features have been implemented, why they chose this logic to implement the features."
1,Writeup is decent. I felt that code should have been quoted rather than included pictures of as that would make it easier to modify. The pngs weren't same size which appears to be negative that people� have commented on my work too.
1,"Write up is Okay, The test plan comes before solution / approach section . pls change the ordering. there is no reference section� instead of putting screen shots of code it would be better if the authors had put code snippets �"
1,A few changes to functions and their declaration have to be made to make the code production ready
1,No the build failure needs to be investigated. Some refactoring regarding the messaging should be done. instead of hard coding the mail it should be read from a config file.�
1,"The code is visually stunning. I am a great fan of the readibility. There are some instances of redundancy in the #controller_action / #site controller tests. Also in the #get_item/#get_menu. Would be easy to pull those out into a begin block. Otherwise, very lovely."
1,"Currently your team have�4 code climate issues that denote code redundancy as stated in the code comment above. Best just to bring those statements out to keep it as dry as possible.�From what I can tell, none of the pull requests pass these requirements including my own teams so I am not sure what is the cause of this but I guess no one will be getting all the stars on this questions :)"
1,The write up is good overall. I believe there could be more explanation or discussion into test cases not included in the design but otherwise a good wiki.
1,"The test plan should have come before the implementation details. I gave this suggestion in my previous review as well. Still, the documentation is well written overall. It's just a puzzling choice to put the test plan near the end."
1,"I had suggested changing the ambiguous or bad variable like temp, temp1. These changes have been incorporated. However comments missing. Adding these will improve the readability of the code and make it easy to refactor at a later stage as per requirements"
1,"The wirteup is pretty good. It gives the test plan and all the test cases. Also, there is explanation of the test process and logic. Just one minor problem.� The 29 tests provide 100% coverage of the lines in menu.rb. Before the project the coverage was only It is an incomplete sentence."
1,"The introduction to the scope of the project has been written neatly, but I feel the test plan should�have been a little more elaborative, a short description of the tests would be nice to have."
1,"While the test coverage has increased to 100%, the team has made some changes to ""schema.rb"" file, this might cause a problem on other dependent modules. Hence, I feel it is risky to deploy it on production. The project doesn't�need to be started from scratch by the next team.�"
1,"As its a test project, deployment to production may not be applicable. The code can be merged, but i would suggest few changes to DRY the code as the test seems slow, which is a scope for improvement."
1,"The code written is following the Ruby on rails guidelines. The variables, methods, and class names do seem to follow proper convention and are suggestive of the functionality they are being used for. In some cases they could have used a little more descriptive names for variables for example inside app/helpers/student_task_helper.rb� they could have used background_colour instead of rtn as a variable name in the due_date_color() method. It will become more readable for the reviewers to understand the functionalities. Also they have added to few commits for the amount of code change that they have done. The commit messages� are not descriptive enough about what changes have the authors committed."
1,"Code Snippet added.� Still, Git link is not of the pull request.�� No link provided for the change. Either screencast or the URL of the deployed application would have been ideal."
1,"Code is written very well, comments are detailed and functions and variables are named appropriately. (would just like to point out, in student_task_helper.rb#due_date_color , the variable ""rtn"" could've been named better!)"
1,New code added is written well with DRY and no long or complicated functions. I could see file updated has changes on line such as tab and space. Team could work upon indentation.�
1,"There have been only two commits - one on 30th Oct and second on 31st October. There have been no commits since. It would have been better if you people had given one more commit resolving the issues given by code climate, since most of them are trivial.�"
1,No new commit has been added since the last submission. The commit messages are not descriptive. They should commit small portions of code one by one with proper description of the changes in the commit� message. Also their functions seem to be very long. they may consider refactoring and creating more cohesive code. Each function should do only one task.
1,"It is given in wiki that most of your test cases depend on checking the output. However, like I mentioned in my last review, several test cases like the ones mentioned below can be automated. This is especially true as TDD is explicitly mentioned in your problem statement: ""Write the required tests before implementing/refactoring the methods in the above-mentioned classes"".  Add past due assignments to the student�s task list (on Student View). Check for correction in due dates of assignments (when an assignment�s due date is edited, it should be appropriately moved from the �Past assignments� list to the �Current Assignments� list if needed) On Student Task page, separate the list of 'teamed with' students from the current tasks box."
1,the team has implemented there testing plan and have been very thorough with there test cases. They seem to have considered a lot of cases and have implemented them in rspec. The only thing that they should do is use different commits for adding test cases.
1,Test Plan could be described better.
1,Team could have added test plan in wiki along with test covered and test description. Also could have worked upon increasing test coverage.
1,The operations work as intended but need to have automated test cases.
1,"Yes, it works as intended. It would be better if you could add a video recording of the flow/screenshots of the flow in the test plan.�"
1,The bug fixing does work according to the screenshots provided by the authors. They have provided a step by step screenshot of the issue that they have fixed. The authors haven't hosted their version of the expertiza so it is very difficult to actually check the functionality. They could have hosted expertiza on VCL or they could have put a screen cast of the working functionality to help in reviewing.
1,Detailed. But the screenshots of the manual testing are missing in the test plan.
1,"The write-up is very detailed as to what features have been implemented but lacks on explaining how they are implemented. It can be improved by adding how the features have been implemented, why they chose this logic to implement the features and how to test the code or show how they have tested the code."
1,The wiki documentation has been updated. All the information has been documented in a neat and logical manner. The write up adequately provides what functionality the work is related to. They havent updated any part of the wiki documentation but overall their documentation is concise and to the point.
1,"- The write-up does mention the files changed but misses out on adding code snippets. - Little formatting inconsistencies found like ""-- Expertiza Project"" in the introduction, and a "":-"" only for Overview but none of the other headings. - Looks like ""Separate the list of 'teamed with' students from the current tasks box"" needs to be a heading rather than plain text! -�Now we have created a separate table for assignments"" sounds ambiguous - does it mean a new database table or a html table..? Please be specific. - ""A helper function was also added to format a string into multiple lines"" - please mention what the string is about (what it represents), what are these multiple lines that it is getting split into, and why you would want to split them. - Test Cases are not stated. Test Plan does mention one as ""for example"" but the testing process could've been given a little more respect. :)"
1,I think the code need some amount of refactoring before it can be merged with the expertiza master and pushed to production. Some of the functions implemented by the team seem quite long and they should try and restrict the functionality implemented in each function to just one.
1,"The code seems very well written and approach seems correct. If they improve the documentation and add test cases after thorough testing, it should be good to be deployed. As it stands, another team in future can pickup the code and implement these improvements."
1,"The view file contain 200 more files so it is quite difficult to figure out the�structure of the View. It is better if independent component is introduced to construct the whole task view. And the commits contain the Gemfile, which is considered not secure to deploy for it alters the production environment.�"
1,"The code is written aptly and it does what it is supposed to do. However, code comments are missing."
1,"The code was well written and there was no issue with the naming or functions used. However, a few comments could be added to the current_team,new_team and team to make the code more readable."
1,All coding principles are followed. //Add more comments.
1,The write up has most of the relevant information. The formatting could have been better. I would suggest the team to use a standard dimension for the screenshots they have added.
1,I did not understand why is it necessary to prohibit spaces in usernames. I believe the code could have been modified to work with spaces as well
1,Comments in the code would have been helpful to understand the flow.
1,The code was already well-written . The team did a great work in following coding best practices. The team should have include code comments to make the code easier to understand.
1,No additional commits were found considering one issue was still left to be implemented. Suggestion: There should have been�some�commits present pertaining to test cases or at least the 3rd issue that was not implemented.
1,The team did not add any test cases.� The coverage did not increase as a result of that.� Suggestion: Unit test cases should have been written as a part of the final deliverable.
1,"The project was not deployed. The project should have been deployed. However, the video that the team uploaded shows the 2 functionalities that they have implemented. And they work as intended. Suggestion: One feature was not implemented (3rd issue) and should have been done as a part of the deliverable. And the project should have been deployed."
1,It looks decent. The screenshots should be with the issue write up and not at the end
1,Write up is written well and it is understandable. Images are not in proportion and not of same size and hence wiki page does not look steady. Team can work on image size and image description and manual test plan in more detail.
1,The content is good and explanatory but the writing styles needs to be improved as there is inconsistency in the font size and font type.
1,"The writeup was well written and easy to understand. However, it would have been better if some steps accompanied the screenshots as to what was happening in each screenshot. That would have made the writeup even easier to understand."
1,The write-up is well written and organised. Everything looks fine. The team should have mentioned about the approach taken to solve the mentioned problem statement which will make the implementation easier to understand.� �
1,Two issues resolved seem like working pretty well and can be deployed in production. Third unresolved issue is a good start for future team to pick up.
1,"I think that the team has done a great work for the future team to pick up. They can improve it by adding comments for newly defined functions. Although, the pull request build has not passed, after fixing the conflicts, the new team can readily work ahead on the remaining issues."
1,"I do not think the code should be deployed. The test cases are not yet written and there are a few code climate issues. Due to the lack of test cases, the Travis CI build has also failed.� Suggestion: Once they are resolved the code can be deployed. There is one remaining issue, but that could be done in the next iteration.�"
1,The CI build was failing in the previous submission as well in the new submission. The team should have corrected the same. �
1,The Travis CI test did not past.� I did not find any test cases written. Suggestion: Test cases should have been written as a part of the final deliverable.
1,The overall structure of the code looks good and all the coding standards have been followed. I feel like there could have been more comments to support the large amounts of changes that have been made.
1,"Most of the updated code is well written. Some functions could have been shortened. For example, in the set_display_type function, instead of writing a 'when' statement for each of the options, you could have stored them in a hashmap and set display type to that value if it exists in the hashmap."
1,The code is well written. It follows DRY principle. It would have been better if more comments were added.
1,The team has made sure to write the relevant test cases wherever possible. But the overall coverage has decreased. In my opinion the newly added test cases cover�more or less the entire range of this project. But I think that they need to focus a bit more on the test casses.
1,"The team has added screenshots on the submission page, which show that the UI is working as intended.� However, it had been more clear had they made a screencast of the same."
1,The authors have portrayed their work by adding many code snippets. It is cumbersome to go through the entire code in the write-up. A general approach towards refactoring principles used would have been impressive.
1,"The code has been merged in a good way and there have been no merge conflicts so far which is commendable. However, the Travis CI was failing and the code climate check was failing too. This is something that the team must look into and make sure that the changes that they have made are consistent with the existing expertiza�code."
1,"The pull request still shows that the build fails. On observing the logs, there is only one build job which fails due to a ActionNotFound error for view_action method. This needs to be looked at."
1,Even though the code has been refactored keeping in mind the coding standards but I think that there is still room for improvement in writing the test cases and the PR checks should be checked as well since they are failing. This is something that the next team could pickup and then the code could be ready to be deployed on the production server.
1,"The overall code quality is moderate. I would suggest the team to either use hexadecimal color codes or names, to ensure that the code remains consistent."
1,"It was a simple UI color change, so not many categories are not applicable. the code can be DRY, by using the CSS file for styles. Also there is no need to add colors in bothand .  would suffice"
1,No commit has been added since round 1. They should have fixed the build failure which is probably happening because they have pushed changes few extra changes in schema.rb which I don't think is required for this project.
1,"Unfortunately, no tests were added. It would have been good if the team added test cases to check their UI changes."
1,A huge improvement from Round 1. In round one not much code was submitted so this is a huge improvement. Keep it up. I have a Suggestion: It is very important to have comments in the code which will help other readers understand your code or in this case understand what you have tested without having to look for any other documentation which explains it. (Code file should be self sufficient)
1,"The structure of codes is not very good, that is, for a ""it"" statement, there are two many things include in it to be tested. It is better to separate �the test cases clearly. Besides, the objects seem not store in factories properly."
1,The team has heeded to the advice given in the last round and explained their tests in a more detailed manner. I do feel that the write up is well written and covers almost all the important points of the project. But I do feel images showing their tests running successfully could be added to the results part of the writeup.
1,"The description for the background, motivation and the deign is not very clear. The team can give more detailed introduction specific to this project."
1,"I do believe the code could be deployed after a bit of refactoring is done as suggested by the code climate tests. But overall looking at only the functionality of the code, it is ready to be deployed"
1,"It is a testing project which aims at improving test coverage. So production deployment is not in question. However before merging the code to Master branch here are a few recommended changes. 1) Adding comments to improve readability and understanding for future use. 2) Avoid using comments like ""I swear this is the last one"". They do not explain anything about what you changed from your last commit and why. Proper professional comments are expected. All these comments should be refactored."
1,The code has been merged in a good way and there have been no merge conflicts. The build did pass the Travis CI. The code climate test failed but those were small issues which can easily fixed by just revisiting the code.
1,"The team has provided an excellent write-up with proper explanation of the problem statement and the solutions they have provided. The team has also included� a video which make things really easy to understand. The team has shown navigation structure of the expertiza menu, which makes the workflow clear."
1,The write-up was nicely written in the first round itself. It gives a clear idea of the project.
1,"Yes, the changes work as expected in the UI. The test cases cover most of the scenarios. Would have been good if there was some scope for negative test cases that could be explained."
1,"The write up is short and to the point, it could have been formatted and arranged in a better way."
1,The write up was well explained. Test cases were with images of test cases in the UI. The code could have a github screenshot or the link to the changed file for more clarity.
1,"The code looks to be ready to be deployed on production, but would appreciate to have a few more tests run prior to it."
1,"No. This is not standards to add colors in the respective element. It becomes very hard to maintain or modify such changes in future. It would be better to move the style to a scss file and use a class-UI to make this change, which is clean and DRY"
1,Build is failing probably because they have pushed changes few extra changes in schema.rb which I don't think is required for this project.
1,"I am honestly unsure how to rate this. Earlier the build was passing. Now Travis CI cumulatively says the build failed, but when you look at the build history, Job#6150.3 failed, but Job#6150.4 passed."
1,"No. I see there are some code was commented, which seems unnecessary, so just delete it."
1,"In the wiki, I really appreciated seeing the appropriate build statements next to the unit tests. It helped connect what each test was testing in my mind."
1,"Yes good write up but would have like to see details on model.� In test plan lines like ""�two test cases for method "" are redundant. Can / should remove them�"
1,"Most are good, but the Test cases part just a combine of ""describe"" and ""it"" part of spec code. Could be replaced by a link of git."
1,"the team has made great improvement as compared to the last submission. The new code added has no bad names, long or complicated functions but there is lack of comments. the heading of the write-up pages explains what the test case is doing but there should be proper commenting done in the code too."
1,"Write-up includes everything the team has implemented. It clearly show the files which were involved to complete the project, background of the project and evrything. overall work done by the team is good but I feel that the test plan on the write-up page should be edited. The team should work on presenting their work to everyone in a good way."
1,The code has been very well written and it follows all the coding practices. There could have been few more comments but other than that I don't see any other problem.
1,"Overall, the code is very well-written and follows all the best coding practices. But what I feel is a few more comments could help in improving the readability of the code. Also, there were few console debug statements which were causing the code-climate checks to fails. These could be removed or logged into Rails log."
1,"The code changes are very less, so not much to say about refactoring, DRY problems etc. The code has ""put"" statements which are also pointed out by the code climate bot.Having put conditions is not a good coding style, the authors could have considered to remove the statements. puts ""hi, im in import""  puts name.to_s The authors could have debugged to see the flow of code, or remove them before committing."
1,"Their writeup is still the same doc file they had uploaded in the first submission. Now, while it was a good progress in resolving some of their errors in their first submission, clearly it is insufficient to be considered adequate for the second submission seeing as no changes have been made to it.�"
1,The write-up is very well written and documented. It is aided well with the the help of screenshots and proper labelling. The only small thing that I would like to suggest is the steps to reproduce or something similar so that the person not familiar with the expertiza�can also reach to the desired place.
1,"Writeup clearly explains what their use cases are and what solution they came up with. There is a lack of background about it, how to test it from UI, test plan, test cases, DRY principle etc. Their write up is not on wiki, which makes it difficult to download the file every time and check it. Although it was pointed out during the first round, the team didn't change it , or they didn't update the wiki page which they created."
1,Again wiki page is missing. They submitted a google doc for the same
1,"While the functionality is present, there are several debug statements in the code that need to be removed and tests need to be added."
1,Not ready to be deployed. Some changes needed along with addition of tests
1,"These fixes appear to be acceptable. Code Climate could be better, and debug code could be removed, but if the changes in the document are in the source, than I have no complaints."
1,"No, this code is not ready to be deployed since it fails in basic builds and just passes 5 out of 13 test cases which calls for reasonable concerns and traceback in the motivation of the teams approach. However, it does prove to be a good starting point for a future team to pick from where these people have left off.�"
1,I think the project looks pretty close to be merge-ready and with a small amount of work on the coding styles and making sure all the PR checks pass the code can be deployed on the production server. It might however require some rigorous�testing before getting merged.
1,"The code does its functionality, but it's not tested.� My biggest concern would be to have the test cases written for it before the production version.� It is a good starting place for a future team to pick up and just cover the test cases."
1,"Nope, they have errors in their build too as indicated by Travis CI and this is the error message output by it ""�Hey�@ppvasude, Something went wrong with the build. TravisCI finished with status�errored, which means the build failed because of something unrelated to the tests, such as a problem with a dependency or the build process itself."" On checking the build logs I found that they errors in Bundle Install stage itself resulting from missing gems which they haven't resolved as a part of second submission.� �"
1,"Yeah, the build has passed the Travis CI test and there were no conflicts found on the pull request."
1,The Travis CI has passed.
1,Writeup is still in the form of a word doc instead of a wiki. Test Plan and Tests are missing.
1,The system works as intended however the flow for system given in the wiki is quite confusing. The test cases were edited to cover all scenarios.
1,Everything is working
1,"Yes, the� code seems well written and there was no issue with the naming or functions used. However, a few comments could be added to impersonating_as_admin."
1,"Yes, the code is written really well."
1,"The team has included a thorough testing plan but I couldn't find any commits to any of the rspec testing controllers. They could have added as per there test plan. These tests could have been included 1) Login as Instructor4. Add a new assignment Assignment_Instructor4 under the course Course 617, Spring 2016. 2) Make student6400 as the participant of that assignment and logout. using Capybara and Cucumber."
1,"No, there have been no new additions to the test cases since last round of review. The code coverage still remains the same as before, with an increase of 6.6%."
1,The write-up was good and clearly explains the issues faced and the code changed. It would have been much more clear if screenshots of git file changed were posted.�
1,"The code is well written. The dummies created are given proper and relevant names. However, I can not see much comments. I would suggest that inclusion of more comments would have enhanced the readability and efficiency of the project.�"
1,"The Wiki is great, but I believe it's better to move the Testing framework part to front of the page."
1,"One test case failing on travis. Once that is fixed, code can be merged."
1,"The pull request was not updated. (In fact, I can't see any of the changes in the linked repo.)"
1,"Nope, the last commit still shows from 12 days ago which is the time period even before the first submission. Overall, the branch is 3 commits ahead and 20 commits behind the Expertiza master. Even so, conclusively going by their git hub their last commit was before the first submission and hence, no commits in the second submission."
1,No new commits after the first submission.
1,Yes the code has been well written and very ruby like. The usage of existing gems is good. Functions have were good. I did not find many issues with the first review. So authors have kept it the same. very well done. �I wanted few more comment in code but thats okay.�
1,"Test coverage has increased by a very small margin. More tests would have been better. There are only 2 tests. There are various other scenarios that could have been tested like missing or wrong attributes in request,email."
1,Yes the team added the test cases. 45/69 new lines have been covered in the� tests. good work. but I feel that they could have added additional -ve test cases.�
1,"The features work as they are supposed to, only problem is with the code using excessive if-else like structure. Code is brittle in this sense. Could have made functions and passed parameters to make it more flexible."
1,"authors have added a new doc in addition to wiki. i think that is not required, they could have simply added that in the wiki.� as in review 1 would have liked a. link to the issue in problem statement� 2.� more details in why this sidekiq was used and not other message queue"
1,The code is ready to be deployed in my opinion to the production server. The team could improve the quality of their code by visiting the code climate tests.
1,yes build passed but there are many code climate warnings that can be easily cleaned up such as tips for refactoring and unassigned variables. A more careful look at the tool warnings was required.
1,"The wiki explains the problem statement well and proposes relevant solution . The team has done a great job on stating the design approach and has included diagrams for them. However, the team needs to add the testing plan for the project."
1,"It seems you have all the needed sections(and then some!). You just need to rename them to project purpose, project design, and testing plan. For example, the section titled Testing should be renamed to Testing Plan.�"
1,Testing plan is missing. Overall looks good. Can add snapshots. Lists out all the functionalities The project is complete and sound enough in its approach and the implementations.
1,the project describes the project requirement in detail. the project statement is clear. the team has also included the design/flow which they will be following in order to achieve the desired results. the testing strategy is currently missing from the wiki. the team should inlclude the test plan in the documentation.
1,"It does list out all the functionality, but there seem to be no solutions for them. An insight into the solutions to be implemented would be suggested."
1,"Changes are not currently elaborated upon. There is a section labeled 'implementation"" that will house these details."
1,"Changes are not proposed to a suitable extent as they have mostly elaborated on the problem statement.�I say this because even though they have detailed diagrams and solutions in place, they have left important parts like tests and implementation empty. It yet remains for them to implement them and explain in explicit details their action plan to arrive at the solution. � �"
1,Good explanation of the proposed changes. You may want to add it in a separate heading. Overall explanation quality is adequate.
1,"As mentioned in the document, some of the proposed changes are not DRY, which I would like to see improved if possible."
1,"As for the designs proposed by the authors it proves to be substantial since there is a good amount of Design aspect in their doc.� Sure, they have defined an application flow, but that is all there is to it.� 1. Nothing about adding a method to any class has been suggested. Implementation section is left blank.� 2. The design hasn't been implemented to the depth to make it a code let alone make it smelly.� 3. Nothing mentioned about the design to make it complicated and the piece of code which they would delve into to ascertain of any pre-existing gems for simplification.� 4. This too is hard to reach a conclusion on since not enough details to answer it with certainty.� 5. Yes. Absolutely, a much more thorough investigation should be carried out and relevant previous work exploration with help solve the cause. � �"
1,"Though the author has not used UML diagram, but the author has used other forms of picrorial representation to convey what he meant to say. But, the team should definitely consider adding one or two i the future."
1,"Design document explains the entire project flow very well. The whole implementation plan is very well written which clearly explains how the team is planing to work on project. The idea of including screenshots which explains how the functionality will look like once all the implementation is done is what I liked the most. Suggestion: Team should include test plan in the doc.The purpose of project should be explained more clearly. Overall, nice work!"
1,There is a good amount of Diagrams technicality in terms of the section of Workflow flow �and Models and thus we can say that it does slightly help get a sense of putting things into perspective.� 1. None. Both the diagrams seem important enough for the scope of the project and in conjunction with the intended functionalities. 2. The UML diagram is in line with the conventions and follows suite. 3. The diagrams are technically sound enough to define problem scenario.�
1,Could be better if you add the screens. Only conventional flow of diagrams is present. Adequate details.
1,the team have explained the flow of models using data flow diagram and have explained the use case using the use case diagrams. some more designs regarding the approach of implementation can be added in the documentations such as sequence diagrams/class diagrams for new classes/modified classes.
1,The document seems to be complete except the test plan. It would be better to include a test plan in the document.
1,The authors have dine a good job of detailing the issues at hand and their proposed solution. UML diagrams like a flowchart could have been used to further clarify the working of the proposed design.
1,�Some more specific details could be added
1,The team has provided enough explanation about how they are going to work on this project. Overall quality of explanation is good.� Suggestion: Include the purpose of implementing these functions/changes.
1,"The explanation is clear to follow but it could also include some more of the abstract design like UML diagrams, explanation of the use cases etc.�"
1,The authors have done a pretty good job with explaining the proposed design. They have used wire frames to show us exactly where the changes are to be made. Adding a flow chart would make things much clearer.
1,I think their designs look complicated and there might be existing gems that can be simplified.
1,"The design seems to be sound. I would like more details on the database of the Bacui projects seeing as most of us don't know what they look like given that most of us have worked on Expertiza projects. So, a short description of the different tables the project is going to interact with along with any and all modifications would really help understand IF there will be any possibility that the design would turn out to be non-DRY or smelly.I think the team is good on what gems are to be used."
1,Screenshot explains the functionality of project very well.It is really easier to understand how the end product will look like. Suggestion:�the team�should include a flowchart depicting the flow of the functionality.�
1,The whole document is easy to understand and well-written. Suggestion: It would be better to include what tools and technologies would be used in the project.
1,Good that you have used screenshots to explain the approach. Include Use case and activity/flow diagrams also.
1,The doc contains almost everything in terms of design except for the test plan. You might want to add a test plan right away to go for a test-driven development.
1,The team has very well explained the Goals and separation of concerns. The team could have 'proposed' a way to test the implementation.
1,The project goals are stated in a simple and precise manner. The design document is readable and easy to understand from. They have provided the reader with the background which states the need to do the refactoring. They can include or add file names which they are about to change.
1,"The authors have done a great job at analyzing the problem statement and explaining clearly their proposed solution. I could easily understand the problem statement from the write-up. Well written. However, the test plan is missing from the design document.� Suggestion :� You might want to add few success test cases and few edge test cases for removing reports. �"
1,The doc is complete except the Test Plan. A test plan would make it complete.�
1,"The design document coherently describes the project details including it's purpose and design. This helps to perceive implementation being carried out by the team to achieve the project goals. However, it could be improved by providing the test cases that have been carried out to get to the present state.�"
1,"The team has efficiently described the problem statement and the need for undertaking such a project. Good effort. As it talks about refactoring, few more lines on the pain points of current design would have helped a great deal in appreciating the project. The design selection is great. Apt to the problem and the UML diagram to visualize it, is helpful. The UML diagram should have been more descriptive on how the current code is to be modified to incorporate the proposed design pattern, as it was not easily to know, if this pattern would fit the current code. Test plan is missing."
1,"The project design and project purpose parts are pretty detailed. However, for the test part, the authors only state that they will write tests for the new controller but no detailed test plan."
1,"The authors have divided the design into sub-tasks which shows that they are very clear about their approach. As per the problem statement, the added functionality seems complete to me. Suggestion:�� You could include an application flow diagram to elaborate more on how your solution will work."
1,"The design incorporates the basic functionalities required that include refactoring the review_mapping_controller file, to extrapolate it's features to the reports_controller file. It must also mention the procedure that the team would follow to move the reports from response_report method to the controller file."
1,The authors have provided a nice pictorial description of different strategies using a UML diagram. The could add CRC cards or use cases or the application flow diagrams which will aide in the report presentation.
1,� The authors have done a good job by identifying the sub-classes they plan to add. It would be good to have an overview of the class definitions. It is quite clear from the explanation that they plan to have different tasks depending upon the type of report to be removed.
1,"The explanations are provided as points which is very easy to follow and understand. Though, the need for the proposed UI change is not very clear to me. Few more details on actually how the strategy pattern is going to be incorporated in current code would have been insightful.    The explanation on the test controller is ambiguous.� ��"
1,The document does not explain the reason behind creating the new class ReportStrategy.
1,"It appears from the design that the authors have identified strategy pattern for implementation, which is a good design. I think that they can talk more about the design by specifying an overview of the new controller, i.e. specifying the methods they plan to add."
1,The design proposed by the team specifies an addition of a new button to the buttons tray from the existing UI. The button when clicked must bring a menu of additional reports. This functionality should consider the mapping to the review_mapping controller file that will implement the given features.
1,The design seems pretty good. The only drawback is the test plan is missing.
1,"The team has done a good job with the UML diagram. However, in my opinion, it would be better if they can add details for all the classes in the diagram."
1,The UML diagram shows the various subclasses clearly. It would have been better if it had also explained a few attributes/ methods.
1,"�More or less an A for effort, but I don't know if the UML is fine with so little in it because we don't care about what those classes do, or if we should care and there should be more about those classes and their states and behaviors."
1,"The teams implementation of a UML diagram seems to be a good way of representing the changes planned.The diagram could have been detailed with regards to the classes that are being added and modified. There should be attributes of each class , then the methods that are added or changed with the type of inputs to these methods and return types of these methods."
1,"the authors have made it clear by including mock-up screen of the proposed solution.� They have used class uml diagram for the newly identified sub-classes and hence, I think that they have made adequate use of visual aids. Suggestion: They can add use cases for the new feature."
1,The UML diagram is having the correct contents but needs the rough names of class methods
1,"1)���� The diagram provided is a generalization for strategy pattern and more aligned to help give a simpler outlook 2)���� The standards are not followed, as it should indicate the class type (as an interface) and the method implementations needed in the concrete classes 3)���� The UML is high-level indication. More project specific diagram is needed �"
