Mitigation,Comments
1,Yes they included project purpose which is easy to understand but they didn't mention their plan (didn't explain how they'd plan to complete their goals in steps)
0,"The design doc lists the project purpose and project design in a sense by listing objectives. The project invovles regularizing the database schema so it is understandably difficult to produce a project design like a mock up. However, the  suggested changes do not go into much detail and are not well documented. Listing few sections of the wiki that will be updated would have added to the completeness of the doc. In addition, the testing plan was hard to extract, and doesn't go into much detail. I think overall, the team should add headings to the document that clearly outline what the problem and background of the project is, what their suggested solutions are, and a description of each solution. Also they should have a seperate section for a test plan."
1,"They have provided the general description, problems and resolving steps. They provide a detailed description of each object. But the picture they uploaded seems redundant."
0,The purpose is defined but there is no description on how they will locate any redundant/unused data to remove it from the schema.
0,"I do understand that there is not a whole lot of explanation needed in the doc, but the team could have done much more than just stating what is to be done without actually explaining anything. The wiki page adds nothing to the project description. The wiki page lists some tables without actually explaining anything about those."
1,"The teams work is to modify the expertiza db to make it more functional removing the db. This message was clearly conveyed  


. The test plan was not explicitly mentioned . May be the team would need to check if the functionaloty is still maintained if the table attributes are changed , which as said they would run all the tests again"
1,"The team has done a good job covering the projects purpose and the scope of the project as a whole.  That being said, the team has not included a UML or Wireframe describing the technical layout of their porject.  Furthermore, the team does not appear to have added testing plan.  Even though the team has not done either of these two things, they seem to be on track given it is only one week into the project.  I would suggest though, that moving forward the team focus on getting these technical documents written up so that they can all be on the same page when it comes time to begin implementing everything."
1,"The project purpose and some information on the issues present in the old design was given. However, the implementation plan is extremely vague and very short, and no information on the test plan is given."
0,"After reading these requirements document, i actually realize that everything on the wiki was a cut and paste, so they actually don't have any design determined yet. They do satisfy incorporating functionality, but I would think it would be great to see how they will go about accomplishing these tasks in their own words."
0,They have included all the basic sections.
0,"It's pretty close to complete.


I'd like more information on what the objects look like. There's a lot of discussion of the behind-the-scenes table action, but there's not a lot of discussion on what the objects that will abstract those tables away look lie."
0,"The design doc is very well written right from the design strategy to the user interface change.


I felt that , the installation steps could have been provided, so that any new user can perform these steps and get to the files,codes to see the changes."
0,"The team has followed guidelines and included all important sections including the Introduction, Overview, Proposed solution, Design Strategy and test plan. The document is well structured and shows that the team has paid attention to the details. Not much unnecessary data is present, the explanation paragraphs are short and diagrams are used excessively which I feel help more than lengthy explanations"
0,"Pros:


Project purpose is stated clearly.


Project design is stated in depth with multiple flowcharts and screenshots.


Test plan is given and what all should be tested is mentioned.


 


Suggestion:


Some detail on how each of these will be tested in the test plan would have been good."
0,"The design doc is complete and through. They have included all the details. The problem statement has been explained well. The proposed solution is quite clear and the flowcharts provided are really easy to understand and reviewers can get a complete idea of what the team has thought of. 


However, I would suggest the addition of a UML diagram to explain the data flow accurately. This would strengthen the document and make it crystal clear."
0,"The team did a very good work , It is one of the best reports i have reviewed, this project session . All aspects that i was looking at were well written and complete"
0,The design proposal looks quite detailed and contains a lot of information including flowcharts and screenshots to help understand how the solution will be implemented. The test plan is well laid out.
0,"The documentation lacks references which I believe is important in documentation. Let people know where you found your information from. The design doc consists of the testing plan , the purpose and the project design."
0,The design document looks to have all relevant details about what the team has set out to achieve. They have mentioned all details about the files they are concerned which is good. Most teams seem to miss out on this important detail. They make use of images to good effect. The Test Plan seems to be short on tests and could include much more considering it's quite a big feature to be added. You could consider setting up a git fork that you'll be working on and adding it as necessary external links.
0,"Very complete project!! All necessary parts are included.  Intro/purpose, overview of solution, actual solution/design, test plan, and files that will change. I also like how easy the flow of the document is. Very easy to read and understand"
0,Very clear about what they proposed solution is. Having the suggested files changed shows that the team did their research in what exactly needs to be done.
0,It absolutely does. The functionality is definitely all incorporated.
0,This design doc incorporates all the functionality required
0,"Yes, the team has covered all the requirements stated in the problem statement.In the Changes to User Interface section, the team has just restated the problem statement. Explaining it in your own words would be better."
0,"Yes, the design doc does incorporate all the required functionalities. They have covered every problem given in the problem statement and have proposed appropriate solutions for solving these."
0,Yes the design in cooperated all the functionalities required as per the document
0,All the required functionality is described in the design and the authors have proposed design changes to incorporate them.
0,The design document seems to have covered all the functionality mentioned in the problem statement
0,Yes! Each bullet point in the project specs page gets talked/explained about in the document.
0,The documentation talks about everything listed in the requirements doument
0,"Explanation of design strategy can be more smooth, e.g. ""If the instructor has enabled a particular assignment to have supplementary review questionnaire a student when clicks on the ""Your Work"" tab sees a link to the add/edit Supplemntary Review Questionnaire."" can flow smoothly by trimming off bad grammar or adding some words."
0,"I'd like a bit more info on what the structure of this stuff is as objects instead of tables. There's a lot of discussion of tables, but that's not what's going to be used (I hope?), so more clarity on how the objects look would be nice."
0,The changes that have been proposed by the authors are very lucid and intuitive to understand.
1,"The team has explained all sections thoroughly. I just have one doubt, what kind of questionnaire will the SRQ be?A dropdown, checkbox or a Text field."
0,"The changes proposed are very easy to follow and are adequate because of the flowcharts and screenshots provided along with explanations for each. Even the column details that will be modified are mentioned, which is very helpful."
0,"This team has provided a good enough explanation to support the proposed changed. However, at some places the explanation is too brief and is almost just stating which is given in the problem statement. I would suggest , that they can explain the solution of each problem in a some detail so that it is easier to understand. Maybe a few examples can be added to aid understanding. 


Also one thing I would like to point out that the first flowchart is not clear. The flow is quite distorted as it connects the instructor views with the student . I don't think thats quite accurate. Instead a separate flowchart for the instructor side and the student side can be created. This would make the flowchart easier to follow and also track the data flow.


In the first flowchart, there is a design box with only one path without any indication for yes and no. I would suggest to fix this before the next submission."
0,"The team used flow charts to explain , it was quite intuitive to understand  ."
0,All changes are described in adequate detail and are easy to follow.
0,The changes that the authors seem to have proposed are explained well and are well aligned with the requirements of the problem. The authors have posted pictures describing the views and the flow of control expected in their solution.
0,"The document covers the changes that the team will be making and seems to know how they'll be tackling them. It's not hard to follow and I can understand it clearly for most part. However I am not too clear on how the grading will work. Initially it is mentioned that these supplementary questionnaire will not be graded but the UML diagram mentions that the SRQ scores would be appended to the original review scores. Also I'm not sure as to whether these would be optional or not. If they are optional, I believe people wouldn't be keen on answering them. If they are not graded, it is not fair for some people reviewing to do additional work in reviewing the team's work. It could be added as an optional bonus if answered."
0,"Very good explanation. While the topics aren't super simple and the explanation alone may have been tough to understand, the UML diagrams plus screenshots really make it quite easy to understand."
0,Very easy to follow any your design makes sense. I think the only tricky thing will be ensuring that you are displaying the correct questionnaire for each team. Assuming that a questionnaire for each team would be unique then this should be pretty straightforward.
1,"Yes, in their design description I can see all the required functionalities are covered which is good. However it's better if they can include a design plan/project plan to illustrate how they'd plan to meet the requirements in steps. They did write ""The scope of our project is to rectify these problems by performing the below steps"" but I think these “steps” are just the copy of the requirements and it's too abstract to figure out what they thought around these requirements."
1,"The explanations for the proposed changes are straightforward and quite easy to understand but they are almost the copy from the requirements, so I'd recommend they discuss them in detail. For example, for ""1. Go through the Expertiza_development database to find tables that not used any more or redundant records."" they may explain the criteria they decide to use to find the useless or redundant tables."
1,"Their goal is to regularize expertiza database schema so they won't add methods/classes.


From wiki it seems they just started their project and there's no code written yet, so I'd say more effort should be expended on the design."
1,"They included the old detailed description of the tables in Expertiza DB schema which is really descriptive. But for now it's hard to say whether it's helpful and necessary to help reader understand the project, however I guess when they almost finished their tasks they will update a rectified DB table on wiki, so at that time by comparing the rectified and old table, it will be very helpful for readers to figure out their project purpose and how they achieve them. Anyway, the table is well designed and shows their intentions."
1,"The design copy and pasted the required funcionalities listed on the main document, so yes, objectively the design does incorporate them somewhat. However, the actions that team stated they will take are not very detailed, so it is difficult to guage whether or not the requirements are being met."
1,"The authors need to be more explicit about the changes they will make. It is good that the team communicated that they will update the wiki to reflect the current DB schema, however instead of stating the potential changes, the structure of the entire wiki was instead presented. I think once the team dives a bit deeper into the project, they will be able to provide the names of the DB tables that were changed or removed."
1,"Overall, the scope of the project seems sound. It is difficult to guage whether or not the changes will have potential risky effects to the application without knowing which parts of the DB are being altered. However, as long as the team does go back update the doc with the details of their changes, it will become easier to analyze the effectiveness on the design of the project."
1,"No visual aids were used, and it would be a bit tricky for the team to include any on this one. However, screenshot of how various tables in the DB are linked together presently would have been a nice use of visual aids. I would suggest somehow providing a visual aid that helps provide the rationale for each change made to the DB. This would allow for more understanding regarding the project and the impact of the changes."
1,"The design does not describe how it will incorporate all of the required functionality, but it does claim that it will, and it describes several specific requirements that will be completed."
1,"The authors proposed to review the DB schema and update the Wiki. However, no more detail at all was given, and as such it is difficult to gauge the quality of the explanations present."
0,"The authors did not describe what design changes they plan to make, only that they will make changes."
0,"The item most similar to a visual aid is a list of DB fields given, which is not immediately useful if not accompanied with an explanation of what is being modified."
0,"There were actually no explanations given because they don't have any of their own design plans documented, just what was placed in the requirements document. I think they can come up with their approach, or a few, and explain them."
0,"I think the plan laid out could work out, but they will have to be very cautious because this is a fairly destructive project. Also I think they will have to make sure to be on the same page and double check each other before they decide to make changes. I definitely think more effort should be expended on the design as there doesnt seem to be much design as of yet. If they perhaps make it a modular design where they effectively peruse each DB table, maybe they can come to a more coherent and logical design they can then document."
1,"They do not provide any visual aids, which I think would be a great idea. Perhaps including a mock-up DB table that would then be able to show how thios project would impact expertiza. Or maybe there is some metric whereby cleaning up the extraneous references that are unneeded would affect it, and they can somehow visually represent the impact their design will have."
0,"Yes , the team's work was clearly conveyed and the same was explained in the document"
0,the explanation was crisp for most part . if it was possible to mention how they would plan to check all the attributes in a better way or go through each of them individually . I am just curious
0,"The project dosent fall in this catogory of questions. The task is db mogrations to make it more meaniingful, which the team has explained well"
0,Question not very apt for this project
1,"They list the project problems, and the scope of the project and introduce the steps to navigate to expertiza_development schema, which is pretty good. However, i still don't know about their design purpose and plan. I think they still need to tell us what kind of achievement they'd like to get at the end of this project and details of how they will do the project step by step.


Moreover, i think they only write a little contents in this wiki pages. The former half are just the project description provided by instructors. they just added 21 lines to the old wiki page and 12 lines of them are copied from project description."
0,"Yes, They include the content in first link to their wiki page."
0,they explained the project very well. But they just didn't talk about details plan.
0,this project doesn't need to change or coding something  new. it just checks the redundant and name confusion.
0,No diagram is used in this wiki. and i wonder if they can use some diagram for their project. But i'd like to see if they can come up with some flow charts for their detailed realization of design.
0,The planned steps mirror whats in the project description perfectly. The team has some ideas written down for how they will accomplish those tasks.
0,"I think an example would really do wonders here. Its a bit hard to grasp exactly whats being changed? The word normalize makes it sound like the team will make each table have a similar/the same layout when that likely isn't possible. Maybe show a DB that has a few redundant fields and how you will fix that specific one, and then show the wiki page its connected to, and how you have to update that page?"
0,"The design here is rather simple, create migrations to clean the DB, not much to comment or expand on. The team did a good job of keeping it easy to read and follow in the write up."
0,"No diagrams, but its also not really needed so I didn't put any stars."
0,There is no mention of the tests they may need to modify.
1,The proposed changes could be more thorough in how they are described and how they describe what needs to be done to make the changes.
1,The updates should make the database more clear and concise but there could be more work done in identifying what needs to be removed/modified and how to test to make sure it doesn't break anything.
0,There were no visual aids but there isn't much to show for this.  They could add diagrams showing how tables are connected.
1,They have covered the requirement of the problem description. It would be better if they explain the functionalities in detail.
0,Too early to evaluate the changes. Will modify the review when they have included their implementation steps.
0,Too early to check those points. Will update the review when they have provided their implementation steps.
0,They did not use diagrams and it would be much better if they did.
1,"The team should definitely put some more effort into expanding the documentation.  As mentioned above, there isn't really any need for formal documentation such as UMLs or Wireframes, but the team should definitely focus on creating a plan of action moving forward.  The team did do a good job finding all of the tables that could need editing, but I would suggest reducing these documented tables down to just those that will be worked on in the project.  Other then that, keep up the good work."
1,"The author does not appear to have proposed any changes out side of reiterating the project description.    Since this project is mainly focused on cleaning up the DB, I do not feel as though there is really any need for formal documentation such as wireframes or UML documents to be made.  That being said, it is important that the team lay out a plan of action so that both reviewers and other team members alike have a good idea what is going on."
1,"While the team reiterates the project description given in the google doc, they do not appear to have worked through any design decisions as of yet.  What they have done is go though all of the database tables and given links to them in the expertiza documentation.  While this is nice to have, it might be more helpful if just one table is linked with maybe a list of the tables that need to be changed.  The project does not require that all the tables be updated and changed, just the ones that are not set up properly."
1,"There are currently no UML diagrams, mockups, or screens and tables.  That being said, this is not something that this team necessarily needs given their specific project is focused more on reworking the database.  A suggestion for a diagram the team might add though could describe which portions of the database need to be reworked.  Visual guides and diagrams really help reviewers and team members alike understand visually what is being worked on.  Because of this, I would highly suggest sketching out a visual overview of the portion of expertiza that you and your team will be working on.  Other then that, keep up the good work."
1,"The design doc felt a bit incomplete to me. Although the problem statement was explained in detail, the document does not say what was wrong with the previous version of the project and why an improvement was needed. Regarding the design, a single mockup was provided which gave me an idea about what the team is planning, however it would have been better to provide UML diagrams and names of files that are to be modified/added. Also, a tentative test plan could have been included."
0,"The problem statement defines three sub-problems for the project, that is, improve the color scheme, compile review data together and visualize class performance for certain rubric criteria. However, the design does not address any of this and the lone mockup which was provided addresses one part of the first requirement. There is no other information related to the design, such as UML diagrams, files to be added or modified. I am giving 2 points because more design related information can be added."
0,"Only the problem statement was clearly explained. The design is not explained adequately. The information was too vague and I am not sure how the team is going to implement the project as the design is not presented clearly. I felt it would have been easier to understand had there been more mockups, UML diagrams and list of files to be modified or added."
0,"1) Methods to be added/modified was not mentioned


2) Not much detail was provided in the design, so I could not identify potential code smells.


3) From the single mockup provided, I think the designs are not too complicated and they have also mentioned that they will be using the Highcharts library of Javascript.


4) Since graphs and other charts have to be loaded everytime an instructor wishes to do so, I think the response time may increase.


5) I feel there is definitely more scope for design improvements as everything mentioned so far is vague and not specific enough.


For the above reasons, I am giving 2 points."
1,"Only a single mockup was provided which showed how an instructor can choose which data members to show and the type of graphic visual they would like to produce. This mockup certainly helped me understand the first requirement of the project. However, there were no visual aids for the other requirements and I suggest including them as it would greatly help an outsider to understand the project."
1,"The document starts with an introduction about the team members, followed by problem statement and preliminary design. The problem statement is neat and gives a brief explanation about what the team is working on. Link to the previous work has been given that helps to understand from where the work is going to be started and how the work is going to be done.


Preliminary design shows a mock up screen with basic design. Test plan is missing in the document and there is no implementation plan or use case diagram. Try to add the above mentioned items to have the document complete. Project repo link and the link to pull request are given."
1,"One of the changes proposed by the team is to change the color scale from blue to green, to red to green that allows the instructor to identify the necessary data. The team has included that in the design document with a mock up to allow the reader to understand it to the best. The integration of review performance is explained clearly in the document with the parameters such as number of reviews, length of reviews etc. One last requirement is to highlight the class performance with a visualization table based on the rubric criteria set by the instructor.


As the design document says the table has to be presorted and allow the user to sort it alphabetically too, but the design document hasn't mentioned that."
1,"The author has clearly explained about the problem statement and the high level solution such as using HighChart javascript to integrate the review data and the author data, and the team is still figuring out to find out a way to sort the data. Crisp explanations are given for each of the problem statement. I didn't find anything hard in following it.


My suggestion would be try to check out Ext-JS(Javascript) library to sort the table. It provides and extensive way of sorting by clicking the column names."
1,"The author hasn't made any changes to the code, so i couldn't comment whether he/she is adding to a wrong class or not and same is the case whether the new design could make the code smelly. 


As the author has mentioned about using highchart javascript, it is one of the best libraries available around to do data visualization. Highchart javascript library maintains the response time of the system and it is really efficient. 


For sorting purpose, the author hasn't figured out any solution, so he/she can check out this gem ""sortable-table"" to do the sorting. This would my sugesstion."
1,"The author has provided one basic mockup screen to understand about the visualization. Though the screen looks fine in terms of appearance, it lacks the information that is expected by the user. There should be more details explained in the writeup interm of the mockups.


The author could have given a UML diagram that helps to understand the functionality more. Try to refer the good writeup posted by our professor to figure out how UML diagram has to be."
1,"The team seems to have a decent idea of the purpose of the project, what they are supposed to do, how they plan to do it, visualization of how it would roughly look like. Currently they have the testing plan section empty. As this is more of an add-on project, I believe they would be doing same tests as previously and additional tests for the new functionalities. I feel that they have a pretty good understand of the details in the picture they have created. I would try to point out each part of the picture and put text alongside it to help others understand. However, they have written it down below, this could be another alternate better visualization for helping reviewers understand."
0,The team has covered almost all the functionalities as per the document (https://docs.google.com/document/d/1hEnWHshzGCvN5zBMA90L9-eQuuNKX7skYkkwwOQSjyU/edit). I do not have any suggestions here.
1,"They have done a really great job trying to explain it to users. They have tried to help reviewers understand their work by adding the picture. They have also added description below it which implies they have the exact understanding of what needs to happen. However, I would better like it if they could add more details to the diagram instead of ""Data"" buttons, adding more texts like ""Round x""..etc. That would add some more clarity."
1,"The design appears to be sound. I don't think we should be expecting to see what new methods would make the code more smelly. As this is the initial stage of the design document, this would be something to evaluate in the later stages post implementation. However, they have done a great job at describing the purpose of their project and how they plan to accomplish it. They have even looked into what resources they plan to use for changing the color scheme. I would just recommend making the figure more detail oriented than it is as of now."
0,"As I said earlier, they have tried to explain all the aspects of the projects. They did add what is expertiza section which was told by the professor not to do in last week's lecture, but well that doesn't matter much. They have added diagrams which I believe with a bit more details would be fantastic. Apart from that, great work!"
0,"Test plan section is empty, and there is no explanation of how the mockup fulfills the requirements, or how the intended functionality will be implemented."
0,"There is very little information describing the intended design except for a single image. Therefore, although it appears they have considered many aspects of the project, the design document does not communicate how the proposed design incorporates required funcaionality,"
0,"There is almost no explanation for the intended changes, aside from a mockup image."
0,"From the one mockup image, it appears the design will be clean, easy to understand, and fulfill at least some of the intended functionality. However, very little detail is given."
0,"The diagram is helpful and clean, however it is not explained, and it is difficult to determine where it fits in with their design."
0,"The team explained what their plan is, the purpose of the project, added a mockup for visualization. The test plan is not implemented yet."
0,"According to the description for their topic, they have included all details. However, as the main document for the final project states: ""Your design document does not have to (and should not!) explain what Ruby on Rails is, or what Expertiza is, or what Mozilla/Servo is."" So, maybe you should delete the Expertiza description."
0,"The changes that they are going to implement are clear and detailed, easy to read and follow."
0,"The team's plan is clear: to change visualization graphics. However, they haven't indicated what files they will work on in order to implement their design. So, it's not clear yet if their changes would make the code ""smelly"" or they would increase the response time."
1,The team followed the description for what they are to implement. They have added a good mock-up. I wish they have added the current issues screenshots. I'm sure once they will add more detailed screenshots once they're done with the project.
0,"Testing plan is missing. (Only heading is given).


Project purpose is clearly stated in the problem statement.


Project design is given. A mock-up screenshot is also provided which makes it very easy to understand the expected end result."
0,"Yes, the mock-up incorporates all of the required functionality."
0,3 goals are stated for the project in the problem statement. A general description is given in the design. It would have been good if each of these goals and the changes relating to them are described again in the design.
0,"1) the authors plan to add method(s) to a wrong class


No details about methods or class provided in the document.


2) the new design may potentially make the code ""smelly""


Not enough information provided in the document to judge if the code can become smelly.


3) the new designs look complicated and there might be existing gems that could simplify them


Not true. The design looks simple and easy to understand.


4) the new design may potentially increase the response time of the systemNot true.


5) more effort should be expended on the design


No, the design looks good and not rudimentary."
0,"One mock-up of screen is added. Visual aids for tables or UML diagrams is not present.


1) some diagrams are unnecessary and do not help reader understand this project - No. The mockup is necessary and helps me understand the project very well.


2)  some UML diagrams do not follow the conventions - There are no UML diagrams.


3) some diagrams are too high-level design and do not provide enough details - Details are explained below the mock-up diagram so there is no issue here."
0,"There could be more elaboration on how the review data will be shown more clearly. The preliminary design for the visualization is pretty easy to understand and is clean. Also there isn't a design proposed for seeing the class metrics


The authors haven't given a test plan but I am sure they will have one in the final submission"
0,"There isn't a proposal for ""class performance"""
0,The proposed designs look very intuitive and have the potential to be useful if implemented properly.
0,The design changes haven't been proposed in detail that I can comment on the quality of code being added.
0,The diagram included is very good. Would help if there were mockups for the other changes being made as well.
1,"Considering this is just a crude version, the wiki page is well written. Although not all things have been added, I am able to get an idea of what the team is planning to implement. There is an empty test plan section. As the functionalities that the team is expected to implement, they have a lot of freedom to try and implement different ideas. I would have loved if the authors had been a little more descriptive of the things that they are trying to implement."
1,"As the project is still in a nascent phase, I don't think the authors will have an exact picture of what the final product will look like. That said, the doc is descriptive enough of the functionalities the team would try to incorporate."
0,"The functionalities the team wishes to implement are easy to understand from the doc. The team has made a good effort in trying to explain what the changes would possibly look like. As there no predefined changes the authors are expected to make, it is difficult to explain in entirety what the end result would be. But the team has done a great job with whatever they know as of now."
0,It is very difficult to know as of now about the exact changes the team will make. But I think they are on the right track and the design they have proposed seems to do the job as of now.
0,"There aren't any UML diagrams. The screen mock up they have provided seems good enough. They have also explained how they plan to make these changes. As of now, the visual aids they have provided seem to do the job."
0,The team has provided the project purpose and the design plan. The testing plan hasn't been provided at all.
0,The design does incorporate the given functionality of integration of review performance and class performance.
0,"The authors have explained the changes sufficiently, a demo image has been provided for easier understanding."
0,The exact changes which are required in the files isn't provided at all. The authors should add more information about the code changes.
1,The diagram provides a good reflection of the idea behind the project. More diagrams such as flow chart of the logic etc should have been provided.
1,"Every section is included except for the testing plan. All other sections are well documented and easy to read. Great work on this. The lack of test plan is fairly understandable at this point so I did not feel that it should lose a significant number of points. On the lower end, however, there is no UML, but a wireframe is present at least. I think if a UML were added and update the test plan this would merit full points for this section."
1,"I think the wireframe and explanations that are provided are great and are presented well. However, I think it would be great to have a bulleted list where you address each problem directly with your solution. Use the same numbering as you did in the problem statement section. This will certainly improve the document and make it incredibly clear and easy to follow."
0,"The wireframe provided appears simple enough and looks like it solves the issue of the confusing visualizations that are discussed in the problem statement. Since only a wireframe is provided it is difficult to tell whether you would be adding methods to the wrong class. I think, however, that with more effort and with the creation of a UML diagram I could give more useful feedback about your design."
0,"Again I think the wireframe provided is great, but you need to add UMLs to show what code you are planning to modify."
0,"The wiki is well written. some sections are still missing, but i get the idea what the project wants to establish. More information would be better i believe as it makes it more understandable"
0,They have mentioned all the functionality they wish to incorporate in the wiki. I would love to see how to project turns out to be.
0,The changes are easy to understand from the wiki. They have tried their best to explain what they wish to establish with the project with all the information they know about the project.
0,Hard to determine as there is no code present to check whether the changes will make it smelly. Overall they have explained it very well.
1,"They have only used 1 image to explain what they want to do. Although the given image can be used to get all the information about the project, more images can be added to make it more informative."
1,"The authors have given a good introduction to the project in their description. They have added a ""Problem Statement"" section and a ""Preliminary Design"" section for the same. But the team needs to expand these sections as well as add more relevant sections to their documentation.


They need to add ""Proposed Implementation"" and need to fill in details in the ""Test Plan"" section."
0,"The design incorporates the features, but only at a very high level. The team needs to describe the functionality (existing and expected/proposed) in a point-wise manner. Right now, the design description is brief and does not incorporate all the featured requested in the project document."
0,"The authors have not proposed detailed changes that they want to make in the application. They have mentioned that they want to use ""highcharts javascript library"" and also a few high level descriptions of the features. But they do not mention specific files (.rb, .html etc) they want to modify, or views they want to build."
0,"The authors propose a cleaner, concise UI. But they need to incorporate more details about the rest of their implementation. Specifically, they need to add point-wise details for all their functionality. They need to mention the various modules of their project and their relationships. At the moment, they only describe the View part of the MVC."
0,"The authors have have a good visualization of what they want to implement. But their work needs to be more details. At the moment it only gives a high-level description of the requirements and does not give minute details. They need to add diagrams for each of the features they intend to implement.


Also, they need to add application flow diagrams if they intend to change the current flow of application or a add new flow."
0,"The design document is very well written. The problem statement and suggested solutions were described in detail. In addition, screenshots were used effectively to illustrate the problem statements and the proposed changes. The test plan is also very thorough as well, listing each problem, solution, and how to test it. Overall, this is a great wiki."
0,"The design incorporates all of the funcitionality required and described in the problem statement. The specifics of each functionality is addressed, and the proposed solutions designed to implement them are well described and illustrated in the proposed solutions section. It is apparent that this team has a very clear understanding of the scope of the project and have put a good amount of thought into the design of the solutions."
0,"The explanaitions of the changes are excellent. They are able to relate the proposed changes to the problem statement, provide a visualization of the changes, are very detailed as to how the features will be implemented. One thing that is missing from these explanations is the files that they are modifying. If the doc had an overall section called Files modified or if each solutions explicitly stated which files are being modified and created, the explanations of the changes would benefit greatly."
0,"The designs are well visualized, so it is apparent that the team has a clear direction for their proposed changes. In addition, the changes appear to be based on the view, so code smells and complicated code are quite unlikely. It can then be concluded that the changes will not affect the runtime of the system. The design appears thorough, and the team has a clear sense of what to do. I would suggest that a visualization be put in place for the second proposed change, as there currently isn't one."
0,"The visual aids are used very well. Not only did the team use visual aids illustrate the problems in the exisiting system, but they also used them to illustrate their prorposed changes in detail. As opposed to a paper or whiteboard mockup, the team put in the time to alter screenshots and create digital visuals to accurately depict their changes. The only issue is as mentioned before; one of the proposed changes (Updating Review Summary view) does not have a visual aid, even though the change affects the view."
0,"In general the document is really good and complete . I appreciate the teams effort in analyzing the requirement . Test plan was also written , Few things i think could be in cooperated are 1. i was not clear on how the visualization would be incooperated into the table view , more details will be pretty helpful 


2. A little more information on testing like , it is to the unit test files or would it be a ui test etc could help a lot"
0,Yes the design talks about all the functionality that were addressed according to the requirements document
0,"The changes the author has suggested seem to be straight forward addressing the issues . And the changes were intutive and have been explained in 2 lines along with a diagram . 


adding a diagram after change for issue 2 would have been better.


 


Also , if possible, where in the code the changes are to be made could be added"
0,Report did not talk about any changes from the code point of view so it is not possible to review it
0,diagrams are added for the UI point of view and are seen to be good . No UML diagram were shown in the report on what calls are going to be made to accommodate the required changes
0,Your design document looks great so far!  The task and problem statement is fairly straightforward and you highlight all the necessary issues that need fixing.  Your proposed solutions and test plans also look promising as well.
0,Design incorporates complete functionality required for this project.
0,"Your proposed solutions are great and the quality of each one is understandable to me.  Overall, you all have a good understanding of your project and have great proposed ideas in mind."
1,"Currently there is nothing about the coding aspect of changing these pages and what the plan is to pretty them up.  Since this is just changing existing code on Expertiza, there are no designs for new classes that needs to be reviewed for this project."
0,"I like your use of a bar chart to display the Metrics of a student instead of displaying text.  I also like the idea of having each bar be a different color so that one is the average of all students, one is the average of just the student, and the others are the rounds for the peer reviews.  For the second issue, while straight forward, you could have drawn up a mock design of what the review scores page would look like based on what you explained.  Finally, for issue 3, I think it's a great idea to include another color to distinguish reviews that the reviewer has made no revisions on.  Is there a possibility to include another color, like yellow, to show if a reviewer has reviewed for one round and not the other if different questions are being asked in the second round?"
0,"The presence of screenshots for the current functionality and the proposed redesign provides good information to the reader. I would suggest adding more test cases to the test plan, outside of just the ""happy path"", and not going into the steps that each test case involves."
